Word,Meaning
sill,(m.) ummā ra. (f.) esikā.
silliness,(nt.) mūḷhatta; mandamatitta.
silly,(adj.) momuha; andhabāla.
silt,(m.) vūḷha -paṅkādi. (v.t.) (paṅkādīhi)
silvan,(adj.) āraññaka; vanacchanna .
silver,(nt.) rajata. (adj.) rajatavaṇṇa;
silver coin,(nt.) rūpiya.
silver plate,(m.) rajatapaṭṭa.
silver smith,(m.) rajatakāra.
silver tongued,(adj.) caturakathika.
silvery,(adj.) rajatobhāsa.
simian,(m.) vānara. (adj.) vānaragatika.
similar,(adj.) sadisa; samāna; tulya;
similarity,(nt.) sadisatta; tulyatta;
similarly,(adv.) that'eva; evam eva.
simile,(f.) upamā. (nt. ) opamma; rūpaka.
similitude,(nt.) samānatta; samānarūpaka.
simmer,(v.i.) mandaṃ kuthati; sanikaṃ
simoom,(m.) kantāravāta.
simous,(adj.) cipiṭanāsika.
simper,(m.) aññāṇahāsa. (v.i.) mūḷhākārena
simple,(adj.) 1. avisiṭṭha; anacchariya; 2.
simple minded,(adj.) akuṭila; ujucitta.
simpleness,(nt.) avisiṭṭhatta; analaṅkatatta.
simpleton,(m.) eḷamūga.
simplicity,(f.) 1. amissatā; 2. vinītatā; 3.
simplification,(nt.) visadīkaraṇa.
simplify,(v.t.) ujuṃ or visadaṃ karoti. (pp.)
simply,(adv.) kevalaṃ; anākulaṃ.
simulate,(v.t.) vyājena dasseti; micchā
simulation,(nt.) vyājavesagahaṇa.
simultaneous,(adj.) yuganandha;
simultaneously,(adv.) apubbaṃ acarimaṃ.
simultaneousness,(nt.) samakālikatta.
sin,(nt.) pāpa; akusala; apuñña; agha; durita;
since,(prep.) pabhuti with abl. (conj.) yato;
ever since,(tato) sabbadā; has since been cut
since I saw you last,tava mayā antimaṃ
since he did so,tena tathā katattā.
since now,yāv'ajjatanā.
sincere,(adj.) avyāja; yathābhūta.
sincerely,(adv.) ajjavena; avyājena.
sincereness,(nt.) ajjava; avyājatta.
sincerity,(nt.) ajjava; avyājatta.
sinciput,(m.) sīsapubbaddha .
sine,(prep.) vinā.
sine qua non,(nt.) accāvassaka -kāraṇa.
sinecure,(nt.) nikkamma -savetana -
sinecurist,(m.) nikkamma -vetanūpajīvī.
sinew,(m.) nahāru. (f.) sirā.
sinewy,(adj.) thāmavantu.
sinful,(adj.) pāpī; pāpakārī; pāpiṭtha.
sinfulness,(nt.) pāpiyatta; pāpiṭṭhatta.
sing,(v.i.) gāyati; (of birds : ) kūjati. (pp.)
singe,(v.t.) thokaṃ jhāpeti. (v.i.) thokaṃ
singer,(m.) gāyaka.
singing,(nt.) gāyana; gīta.
Singha lese,(adj.) sīhaḷadīpika; sīhaḷāyatta.
Singhalese ḷanguage,(f.) sīhaḷabhāsā.
single,(adj.; n.) 1. ekaka; kevala; asahāya; 2.
single combat,(nt.) dvanda -yuddha.
single handed,(adj .) asahāya.
single hearted,(adj.) advejjhamānasa.
single lined,(adj.) ekapaṭalika.
singles,(m.) vitacchikāroga.  singly : (adv.) ekekaso; paccekaṃ.
singleness,nt.) kevalatta; ekakatta.
singsong,(nt.) abhinnassaragīta.
singular,(nt.) ekavacana. ( adj.) 1. pacceka;
singularity,(nt.) asādhāraṇatta; visiṭṭhatta.
singularly,(adv.) visesato.
Sinhalese,(adj.) sīhaḷadīpika; sīhaḷāyatta.
sinister,(adj.) 1. asubha; avamaṅgala; 2.
sinistrous,(adj.) durāsaya.
sinistrously,(adv.) duṭṭhākārena;
sink,(m.) pūti -udakāvāṭa. (v.i.) 1. nimujjati;
sinker,(m.) 1. osīdāpaka; 2. osīdāpakabhāra.
sinking,(nt.) osīdāpana; nimujjana; ogāhana.
sinless,(adj.) nippāpa; anagha.
sinner,(m.) pāpakārī.
sinology,(nt.) cīnabh āsādiñāṇa.
sinuosity,(f.) vaṅkayuttatā.
sinuous,(adj.) vaṅkagāmī; kuṭilagatika.
sinus,(f.) bhagandalā.
sip,(nt.) thokapibana. (v.t.) thokathokaṃ
siphon,(m.) unnāmita -nāḷa.
sir,(m.) mārisa; ayya. (v.t.)
sire,(voc.) mahārāja; deva; ayya. (v.t.)
siren,(f.) 1. kinnarī; jalaṅganā; 2. unnādinī;
siriasis,(f.) adhikātapamucchā. (nt.)
Sirius,(f.) ekā mahātārā.
sirocco,(m.) uṇhavāta.
sirrah,(voc.) ar e; hare; aho sāmī.
sister,(f.) bhaginī; anujā || younger sister:
sisterhood,(m.) bhaginībhāva;
sisterly,(adj.) bhaginīsadisa.
sit,(v.i.) nisīdati; upaveseti; āsati. (v.t.)
sit near,upanisīdati.
site,(nt.) vatthu; patiṭṭhāṭhāna.
sitting,(f.) nisajjā.
sitting room,(f.) ukhasāla.
situate,(adj.) patiṭṭhita; niviṭṭha.
situated,(adj.) patiṭṭhita; ni viṭṭha.
situation,(m.) sannivesa; adhikāra. (nt.)
six,(adj.; n.) cha.
sixte en,(adj.; n.) soḷasa.
sixteenth,(adj.) soḷasama.
sixth,(adj.) chaṭṭha.
sixty,(f.) saṭṭhi.
sizeable,(adj.) mahanta; visāla.
size,(nt.) pamāṇa; parimāṇa. (m.)
sizy,(adj.) khaliyutta.
skate,(m.) maṇḍūkamacchavisesa. (f.)
skein,(f.) suttaguḷikā.
skeletize,(v.t.) kaṅkalattaṃ pāpeti.
skeleton,(m.) aṭṭhikaṅkala; aṭṭhisaṅkhāṭa;
skep,(m.) 1.  vettapiṭaka; 2. madhurapañjara.
sketch,(nt.) saṅkhittanirūpana. (f.)
sketchy,(adj.) saṅkhittanirūpanayutta.
skew,(adj.; n.) passonata.
skewer,(f.) maṃsasūci; maṃsa -salākāka.
ski,(m.) himapādukāphalaka. (v.i.)
skid,(nt.) cakkarodhana. (v.i.) khalitvā yāti.
skiff,(f.) lahudoṇikā.
skill,(nt.) cāturiya; kosalla; nepuñña.
skilled,(adj.) kat ahattha; katupāsana.
skilful,(adj.) paṭu; pavīṇa; nipuṇa; cheka;
skilfully,(adv.) cāturiyena; nepuññena.  skim : (v.t.) pheṇam or maṇḍam apaneti. (v.i.)
skimmer,(m.) maṇḍuddharaṇakaṭa cchu.
skimp,(v.t.) ūnappamāṇena annapānādiṃ
skimpingly,(adv.) maccharākārena.
skimpy,(adj.) mitampaca; maccharī.
skin,(m.) taca. (nt.) camma. (v.t.) cammam
skin deep,(adj.) chavimattagambhīra.
skin flint,(m.) thaddhamaccharī.
skinner,(m.) cammakāra; cammavāṇija.
skip,(v.i.) 1. uppatanto kīḷati; 2. sahasā
skipper,(m.) 1. plavaka; 2. lahunāvādhipa.
skirmish,(m.) antarā -kalaha. (v.t.)
skirt,(m.) pariyanta. (f.) (of the clothe : )
skit,(f.) nindakalipi; ohīlakaracanā. (v.t.)
skittish,(adj.) 1. capala; avinīta; 2. keḷsīla.
skittishly,(adv.) capalatāya; keḷsīlatāya.
skive,(v.t.) nipiṃseti; taccheti. (pp.)
skiver,(nt.) cam masodhakasattha.
skull,(m.) sīsakapāla.
sky,(m.) ākāsa; vehāsa; nabha; antaḷikkha;
sky blue,(adj.) mandanīla.
sky clad,(adj.) digambara; nagga.
sky lark,(m.) bhāradvājapakkhī.
skylight,(m.) chadanagavakkha.
skyscraper,(m.) atyucca -pāsāda.
skywards,(adv.) nabhābhimukhaṃ.
slab,(m.) silāpatthara; silāpaṭṭa. (v.t.)
slack,(adj.) 1. sithila; manda; atikhiṇa; 2.
slacken,(v.i.) mandībhavati; sithilībhavati.
slackly,(adv.) sithilākārena.
slackness,(nt.) sithilatta; mandavegatta.
slake,(v.t.) 1. pipāsam u pasameti; 2. jalam
slam,(m.) ghaṭṭanasadda. (v.t.i.)
slander,(nt.) pesuñña; abbhakkhāna. (v.t.)
slanderer,(m.) abbhakkhāvī; pisuṇāvādī.
slanderous,(adj.) sopavāda; bhedakara.
slanderously,(adv.) sopavādaṃ;
slang,(nt.) asabbha. (f.) asiṭṭhavācā;
slangy,(adj.) avyattapadabahula.
slan t,(m.) opāta. (adj.) poṇa; opātayutta.
slanting,(adj.) poṇabhūta.
slantingly,(adv.) poṇākārena.
slap,(v.i.) pāṇitalena paharati. (pp.)
slapdash,(adv.) sāhasikatāya; anisamma.
slash,(f.) dīghapaṭṭikā. (nt.) kasāhanana.
slashing,(adj.) mammacchedaka.
slat,(f.) dīghapaṭ ṭikā. (v.t.) dīghapaṭṭikāya
slate,(m.) silāpaṭṭa.
slate pencil,(f.) silāpattharlekhanī. (v.t.) 1.
Slater,(m.) silāpa ttharavaḍḍhakī; 2. bāḷha -
slattern,(f.) asobhanā or dunnivatthā itthī.
slatternly,(adv.) asobha -nākārena.
slaughter,(nt.) hanana; ghātana; māraṇa.
slaughter house,(nt.)  sūnāghara.
slaughterer,(m.) vadhaka; ghātaka.
slaughterous,(adj.) manussaghātaka.  slaughterously : (adv.) atidāruṇatāya.
slave,(m.) dāsa. (v.i.) dāsakammaṃ karoti.
slave woman,(f.) dāsī.
slaver,(v.t.) lālā paggharāpeti. (pp.)
slavery,(nt.) dāsatta.
slavish,(adj.) dāsopama; dāsasadisa.
slavishly,(adv.) dāsākārena.
slay,(v.t.) hanati; ghāteti; māreti. (pp.) hata;
slayer,(m.) ghātetu; hantu.
sled,(nt.) acakkahimayāna. (v.i.) himayānena
sledge,(nt.) acakkahimayāna. (v.i.)
sleek,(adj.) siliṭṭha; siniddha. (v.t.) maṭṭhaṃ
sleekly,(adv.) saṇhākārena.
sleeky,(adj.) vañcanasīla; upajappaka.
sleep,(f.) niddā; seyyā. (nt.) soppa. (v.i.)
sleeper,(m.) sayitu.
sleepful,(adj.) niddālu; niddābahula.
sleepiness,(f.) niddālutā; middhaparetatā.
sleeping,(adj.) sayāna; sayamāna.
sleepless,(adj.) vigatanidda; jāgaranta.
sleeplessness,(m.) niddāvigama.
sleepy,(adj .) niddālu; niddhapareta.
sleet,(f.) jalamissita -himavuṭṭhi. (v.i.)
sleeve,(m.) kañcukahattha.
sleigh,see Sled.
sleight,(nt.) 1. nepuñña; 2. sāṭheyya;
sleight of hand,(nt.) indajāladassana.
slender,(adj.) tanu;  kisa; appaka.
slenderness,(n.) tanutta; kisatta.
slice,(f.) pesikā. (m.) phāla. (v.t.) pesīkaroti;
slicer,(m.) pesīkāraka.
slick,(adj.) 1. catura; 2. cāṭukāma;
slide,(v.i.) visappati; ṭhānā cavati. (pp.)
sliding,(nt.) opatana; visappana.
slight,(adj.) appamattaka. (f.) avaññā. (m.)
slightly,(adv.) appavasena.
slim,see Slender.
slime,(m.) sevāla. (nt.) cikkhalla. (v.t.)
slimily,(adv.) kapaṭatāya; cāṭukamyatāya.
slimly,(adv.) nikatiyā; upāye na.
slimness,(nt.) kisatta; tanutta; upāyakosalla.
slimy,(adj.) 1. silesayutta; agahaṇūpaga; 2.
sling,(nt.) sakkharāvijjhakayanta. (v.t.)
slink,(m.) ayathākāle jātavaccha. (v.i.)
slip,(nt.) pakkhalana; khalita. (m.)
slip away,anabhilakkhito apakkamati.
slip shod,(adj.) sadosa.
slippery,(adj.) 1. picchila; khalanasabhāva;
slipper,(f.) pādukā. (nt.; m.) upāhana.
slit,(m.) dīghapaṭṭa. (v.t.) dīghaso chindati or
slitter,(v.t.) pakkhalanto visappati.
sliver,(f.) dārusakalikā. (v.t.) sakalīkaroti.
slobber,(f.) paggha ritalālā; atimamāyanā.
slobbery,(adj.) lālākilinna;
slog,(v.t.) daḷham abhihanati. (pp.) daḷham
sloger,(m.) daḷhābhighātī.
sloop,(f.) ekakūpaka -nāvā.
slop,(nt.) malinajala. (m.) kacavara. (nt.;
slop basin,(f.) avakkārapāti.
slop seller,(m.) nivāsanavāṇija.  slop shop : (m.) nivāsanāpaṇa.
slope,(nt.) poṇatta; pabbhāratta. (v.i.)
sloppiness,(m.) palipa.
sloping,(adj.) poṇa; ninna.
sloppy,(adj.) sakaddama.
sloth,(nt.) ālasya; kosajja. (f.) tandī.
sloth bear,(m.) madhubakkhī -accha.
slothful,(adj.) alasa; kusīta; tandita.
slothfully,(adv.) ālasiyena; kosajjena.
slothfulness,(f.) ālasiyābhibhūtatā.
slouch,(f.) asobhanagati . (v.i.) onatasīsena
Slough,(m.) nimmoka; jiṇṇataca;
Slough of a serpent,(m.) nimmoka.
sloven,(adj.) 1. malina; asobhana; 2. dandha.
slow,(adj.) dandha; manda; manthara;
slow paced,(adj.) mandagāmī.
slowly,(adv.) mandamandaṃ; sanikaṃ;
slowness,(nt.) asīghatta; aturitatta.
slubber,(v.t.) paṅkādīhi dūseti. (v.i.)
sludge,(m.) ghanakalala. (f.) jambālī.
sludgy,(adj.) sakaddama; kalalībhūta.
sluggard,(m.) alasa; kusīta; mandaviriya.
sluggish,(adj.) olīna; mandussāha.
sluggishly,(adv.) olīnatāya; kusītākārena.
sluggishness,(nt.) ālassa; ālasiya.
sluice,(m.) vāpijalaniggama. (nt.) jaladvāra.
sluicy,(adj.) sandamānaka.
slum,(m.) duggatajanāvāsappadesa. (v.i.)
slumber,(f.) pacalayanā. (v.i.) pacalāyati;
slummock,(v.t.) giddhākārena gilati. (pp.)
slump,(nt.) sahasā -agghapatana. (v.i.) aggho
slur,(m.) apavāda. (nt.) abbhācikkhaṇa. (v.t.)
slush,(m.) tintakaddama; asabbhagantha.
slut,(f.) adhamanārī; kulaṭā.
sluttish,(adj.) kulaṭāsadisa.
sly,(adj.) saṭha; kūṭa; kapaṭa.
slyly,(adv.) saṭhena.
slyness,(nt.) sāṭheyya.
smack,(m.) rasalesa; pāṇippahāra. (nt.)
smacker,(m.) sasaddappahār a. (nt.)
small,(adj.) 1. khuddaka; 2. appaka; thoka; 3.
small hand,(f.) khuddakakkharalipi.
small hours,(m.) pacchimayāma.
small talk,(m.) samphappalāpa.
smaller,(adj.) khuddakatara.
smallish,(adj.) īsaṃkhuddaka.
smallness,(nt.) khuddakatta.
smallpox,(f.) masūrikā.
smart,(f.) balavavedanā. (adj.) 1. sobhana;
smarten,(v.t.) samuttejeti. (pp. ) samuttejita.
smartly,(adv.) 1. sīghaṃ; 2. sobhanākārena.
smartness,(nt.) 1. paṭutta; 2. sobhanatta.
smash,(v.t.) cuṇṇeti; cuṇṇavicuṇṇaṃ karoti.
smatter,(v.i.) lesamattaṃ jānāti. (pp.)
smatterer,(m.) bahussutamānī.
smattering,(nt.) appassutatta. (m.)
smear,(m.) lepa -kalaṅka. (v.t.) ālepeti;
smeary,(adj.) lepakalaṅkita.
smell,(m.) gandha. (v.t.) ghāyati; āghāyati;
smel t,(v.t.) (lonaṃ) vilīyāpeti. (pp.)
smelter,(m.) vilīyāpaka.
smeltery,(nt.) lohavilīyāpanaṭṭhāna.
smile,(nt.) sita; mihita. (m.) mandahāsa.
smiling,(adj.) has amāna; mihitayutta.
smilingly,(adv.) mihitapubbakaṃ.
smirch,(m.) kalaṅka. (v.t.) kalaṅketi;
smirk,(m.) vyājahāsa. (v.i.) vyājena hasati.
smirky,(adj.) vyājahāsa -bahula.
smite,(v.t.) paṭihanati; daḷhaṃ paha rati.
smith,(m.) kammāra; lohakāra.
smithing,(nt.) lohakamma.
smithy,(f.) kammārasālā.
smock,(m.) bāhirakañcuka.
smoke,(m.) dhūma. (v.i.) dhūmāyati;
smoker,(m.) dhūmapāyī.
smoking,(nt.) 1. dhūmāyana; 2. dhūmapāna.
smoking pipe,(nt.) dhūmanetta.
smokeless,(adj.) vidhūma.
smoky,(adj.) dhūmāvuta.
smooth,(adj.) 1. maṭṭa; maṭṭha; siliṭṭha;
smooth chinned,(adj.) nimmassuka.
smooth faced,(adj.) sommānana;
smoothly,(adv.) saṇhākārena.
smoothness,(nt.) maṭṭhatta; saṇhatta. (m.)
smother,(m.) dhūmapaṭala; dhūlipaṭala.
smoulder,(nt.) antojhāyana. (m.)
smouldering,(adj.) pakkaṭṭhita.
smudge,(v.t.) masiādīhi dūseti. (v.i.)
smug,(adj.; 3.) attatuṭṭha; yathālābhatuṭṭha.
smuggle,(v.t.) suṅkam adatvā bhaṇḍaṃ
smuggler,(m.) theyya -bhaṇḍahārī;
smuggling,(nt.) theyyabhaṇḍaharaṇa.
smugness,(f.) yathā -lābhatuṭṭhi.
smut,(nt.) masimakkhitaṭṭhāna. (f.)
smutch,see Smudge.
smutty,(adj.) 1. kalaṅkita; 2. asabbhayutta.
snail,(m.) manthara; thalasambuka. (v.t.)
snail slow,(adj.) atipapañcaka;
snake,see Serpent.
snaky,(adj.) 1. āsivisūpama; 2. kuṭila.
snap,(nt.) 1. bhañjana; 2. sahasā gahaṇa or
in a snap,(adv.) muhuttena.
snappish,(adj.) kodhana; kaṭukavāca.
snappishly,(adv.) pharusākārena; sakopaṃ.
snapping,(nt.) sahasā -gahaṇa. (m.)
snapshot,(nt.) sahasā -gahitachāyārūpa.
snare,(m.) pāsa. (f.) vākarā; migabandhinī.
snarl,(m.) kakkasadda. (nt.) ghuru -
snatch,(nt.) acchindana; pasayhagahaṇa.
snatch off,avaharati; theneti.
snatch out,uppāṭeti; ummūleti.
sneak,(m.) hīnalāmakapuggala. (v.i.t.) 1.
sneakingly,(adv.) gārayhākārena.
sneck,(nt.) agga la. (m.) dvārabandha. (v.t.)
sneer,(f.) avaññā; ohīḷanā. (v.t.) avahasati.
sneerer,(m.) ohīḷaka.
sneeringly,(adv.) sāvamāna ṃ; sopahāsaṃ.
sneeze,(nt.) khipita. (v.i.) khipati.
sneezing,(adj.) khipanta.
sneezy,(adj.) khipitabahula.
snick,(m.) khuddaka -cheda. (v.t.)
snicker,(v.i.) pajagghati. (pp.) pajagghita.
snide,(adj.) kūṭa; kittima.
sniff,(nt.) upasiṅghana. (v.i.) upasiṅghati.
sniffy,(adj.) gabbita; ohīḷaka.
snigger,(m.) saniggaha -hāsa. (v.i.)
snip,(m.) chinnakhaṇḍa. (v.t.) kattarikāya
snipe,(m.) vaṭṭaka.
snivel,(nt.) vyājarodana;
snob,(m.) attukkaṃsī; vyājadappita.
snobbish,(adj.) attukkaṃsaka; nikiṭṭha.
snobbishness,(f.) attama -hattakāmitā.
snooze,(f.) appaniddā. (v.i.) thokaṃ sayati.
snore,(f.) ghurughurāyanā; kākacchanā.
snoring,(adj.) kākacchamāna.
snort,(m.) nāsārāva. (v.i.) nāsāya ravati.
snot,(f.) siṅghāṇikā.
snotty,(adj.) siṅghāṇikābahula.
snout,(nt.) sanāsika -mukha; (sūkara -) tuṇḍa.
snow,(nt.) hima; tuhina. (m.) nīhāra. (v.i.)
snow white,mimadhavala.
snowball,(f.) himaguḷikā.
snowdrift,(f.) himasaṃhati.
snowfall,(f.) himavuṭṭhi.
snowplough,(f.) himanaṅgala.
snowstorm,(f.) tuhinavuṭṭ hi.
snowy,(adj.) 1. himayutta; 2. himasadisa.
snub,(f.) ohīḷanā. (v.t.) 1. omāneti; ohīḷeti; 2.
snub nosed,(adj.) cipiṭanāsika.
snuff,(nt.) nāsācuṇṇa. (v.t.) nāsācuṇṇam
snuffbox,(m.) nāsācuṇṇakaraṇḍa.
snuffers,(m.; plu.) dīvavaṭṭisaṅkhāraka.
snuffle,(v.t.) 1. anusāsikasdaaṃ pavatteti; 2.
snuffler,(m.) mammana.
snuffout,(dīpaṃ) nibbāpeti.
snu g,(adj.) succhanna; sugutta.
snuggery,(nt.) suguttaṭṭhāna.
snuggle,(v.i.) samīpe sayati.
snugly,(adv.) yathāsukhaṃ.
so,(adv.; conj.) tathā; tādisaṃ; itthaṃ ||
howsoever,yena kenaci ākārena; whatsoever:
whosoever,yo koci.
so also,(ind.) tath'eva.
so and so,(adj.) asuka.
so as,(ind.) viya.
so big,(adj.) tāvamahanta.
so called,(adj.) saṅkhāta.
so far,(adv.) ettāvatā.
so long,(adv.) tāvatā.
so long as,(adv.) yāva kīvaṃ.
so much so,(ind.) api ssu.
soak,(v.t.) kiledeti; temeti. (v.i.) kiledīyati.
soaker,(f.) mahāvuṭṭhi. (m.) surāsoṇḍa.
soap,(nt.) nahānīya.
soap berrytree,(m.) pheṇila.
soapy,(adj.) pheṇabahula.
soar,(v.i.) uḍḍeti; upari ḍeti. (pp.) uḍḍita.
soar ing,(nt.) uḍḍīyana.
sob,(m.) gaggada. (v.i.) sagaggadaṃ rodati.  sober : (adj.) 1. santa; dhīra; 2. nimmada;
soberly,(adv.) santākārena.
soberness,(nt.) santatta; nimmadatta.
sobriquet,(nt.) parihāsanāma.
sociability,(f.) samānattatā.
sociable,(adj.) 1. susīla; 2. saṅgamappiya.
sociably,(adv.) mittākārena.
social,(adj.) samājahita; mahājanika.
socialist,(m.) samasambhogavādī;
society,(f.) samiti; parisā. (m.) samāgama ||
fond of society,(adj.) saṅgaṇikārata.
sociologist,(m.) samājadhammavedī.
sociology,(f.) samājadhammavijjā.
sock,(nt.) rassa -pādāvaraṇa. (v.t.) 1. khipati;
socket,(nt.) kuhara.
sod,(m.) saddala. (v.t.) saddala khaṇḍehi
soda,(nt.) sodhakalavaṇa.
sodden,(adj.) 1. atitinta; atikilinna; 2.
sodomy,(nt.) purisamethuna.
soever,(suf.)
sofa,(m.) pallaṅka; mañcaka.
soft,(adj.) 1. mudu; komala; 2. (in speech : )
soften,(v.t.) 1 . muduṃ karoti; 2. upasameti.
softish,(adj.) īsaṃ muduka.
softishly,(adv.) muduṃ; sanikaṃ;
softishness,(nt.) maddava; komalatta.
soggy,see Sodden.
soil,(f.) mattikā; bhūmi. (n t.) paṃsu. (v.t.)
sojourn,(m.) kālikavāsa; aciravāsa. (v.i.)
sojourner,(m.) aciranivāsī.
sojourning,(m.) aciravāsa.
solace,(m.) assāsa. (v.t.) assāseti;
solar,(adj.) suriyāyatta.
solarium,(adj.; f.) ātapasālā.
solder,(nt.) sandahanaka -loha. (v.t.)
solderer,(m.) lohasandhānakārī.
soldier,(m.) yuddhabaṭa; yodhājīvī; balattha.
soldier ly,(adj.) yodhasama.
soldiership,(f.) saṅgāmasūratā.
soldiery,(f.) balasenā.
sole,(nt.) pādatala. (v.t.) pādukātalāni
solecism,(m.) 1. asuddhappayoga; 2.
solecistic,(adj.) ocityahīna.
solemn,(adj.) 1. atisanta; 2. atigambhīra; 3.
solemnity,(f.) garutā; santatā. (m.)
solemnly,(adv.) santatāya;
soleness,(nt.) kevalatta. (f.) adutiyatā.
solicit,(v.t.) āyācati; abhiyācati. (pp.) āyācita;
solicitant,(m.) abhiyācaka.
solicitation,(f.) abhiyācanā.
solicitor,(m.) 1. āyācaka; 2. nītividū.
solicitous,(adj.) cintāpara; avupasantacitta.
solicitously,(adv.) cintāparatāva;
solicitude,(f.) 1. pajjhāyanā; 2. ukkaṇṭhitatā;
solid,(adj.) ghana; thira. (m.) ekaghana;
solid measure,(nt.) ghanamāṇa.
solidarity,(nt.) ekamatikatta. (m.)
solidification,(nt.) ghanīkaraṇa; thirīkaraṇa.
solidify,(v.t.) ghanattaṃ or thirattaṃ pāpeti.
solidity,(nt.) ghanatta; thiratta.
solidly,(adv.) thiraṃ; daḷhaṃ.
solidness,(nt.) ghanatta; thiratta.
solidungular,(adj.) abhinnakhura.
soliloquist,(m.) ekākī -bhāsaka.
soliloqui se,(v.i.) ekākī bhāsati.
soliloquy,(nt.) ekākībhāsana.
soliped,(m.) abhinnakhura -pasu.
solitarily,(adv.) savivekaṃ; ekākitāya.  solitariness : (m.) paviveka; ekākībhāva.
solitary,(adj.) ekākī; nissaṅga; adutiya;
solit ude,(m.) viveka. (nt.) paṭisallāna;
solstice,(m.) ayanakāla || winter solstice:
soluble,(adj.) vilīyanakkhama;
solution,(nt.) vilīyana; vilīnavatthu;
solutive,(adj.) 1. vilīy āpanaka; 2. virecanaka.
solvability,(nt.) vilīyanīyatta;
solvable,(adj.) vivaraṇīya;
solve,(v.t.) 1. vyākhyāti; visadīkaroti; 2.
solvency,(nt.) iṇasodhanas amattha.
solvent,(adj.; n.) 1. vilīyāpanaka; 2.
somatic,(adj.) kāyika; kāyapaṭibaddha.
somatology,(f.) kāykavijjā.
sombre,(adj.) malinavaṇṇa; dhūsara;
sombrely,(adv.) nippabhākārena.
sombreness,(nt.) nippabhatta.
sombrously,(adv.) nirānandaṃ; nippadaṃ.
some,(adj.; pron.) eka; ekacca; ekatiya; 2.
some people,ekacce.
somebody,koci.
somehow,yathā kathañ ci.
somehow or other,yena kena ci ākārena.
someone,koci.
somersault,(nt.) avaṃsirakkhipana. (v.i.)
something,yaṃ kiñci.
sometime,(adj.) bhūtapubba.
sometimes,(adv.) kadāci; karahaci.
somewhat,(adv.) īsaṃ; thokaṃ; manaṃ.
somewhere,yattha katthaci.
somnambulate,(v.i.) niddāya āhiṇḍati.
somnambulism,(nt.) niddāyāhiṇḍana.
somnambulist,(m.) niddayāhiṇḍaka.
somniferous,(adj.) niddājanaka.
somniloquence,(nt.) niddāya jappana.
somniloquist,(m.) niddāya jappaka.
somnolent,(adj .) niddāsīlī; middhapareta.
son,(m.) putta; tanaya; tanuja; atraja; sūnu;
sonant,(nt.) ghosakkhara; dhanitakkhara.
song,(nt.) gīta. (f.) gītika.
songster,(m.) gāyaka.
songstress,(f.) gāyikā.
soniferous,(adj.) sad davāhaka.
sonless,(adj.) aputtaka.
sonnet,(nt.) cuddasapadikapajja.
sonometer,(nt.) savaṇa -māṇakayanta.
sonorific,(adj.) sadduppādaka; nādakara.
sonorous,(adj.) ninnādī; gambhīranādī.
sonorously,(adv.) 1. mahānādena; 2.
